Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DRH,Diamondrock Hospitality Company,10.45,$2.17B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,3.42,$369.12M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,23.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dsx^b
DKS,Dick&#39;s Sporting Goods Inc,34.78,$3.52B,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,3.63,$276.33M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/dbd
DLR,"Digital Realty Trust, Inc.",109.38,$22.56B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dlr
DLR^C,"Digital Realty Trust, Inc.",25.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^c
DLR^G,"Digital Realty Trust, Inc.",23.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^g
DLR^H,"Digital Realty Trust, Inc.",25.47,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^h
DLR^I,"Digital Realty Trust, Inc.",25.41,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^i
DLR^J,"Digital Realty Trust, Inc.",21.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^j
DDS,"Dillard&#39;s, Inc.",65,$1.75B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",25.79,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/ddt
DIN,"Dine Brands Global, Inc.",88.18,$1.56B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",14.83,$1.1B,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,68.51,$23.02B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dfs
DNI,Dividend and Income Fund,11.04,$136.36M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,68.36,$7.06B,2005,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,105.86,$28.11B,2009,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dg
DM,"Dominion Energy Midstream Partners, LP",18.13,$2.3B,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/dm
D,"Dominion Energy, Inc.",73.1,$47.89B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/d
DCUD,"Dominion Energy, Inc.",47.923,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dcud
DRUA,"Dominion Energy, Inc.",22.1943,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,262.5,$10.92B,2004,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,43.98,$2.86B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",53.7,$6.88B,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",16.55,$564.36M,2016,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,7,$386.17M,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,17.96,$1.82B,2013,n/a,n/a,https://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,19.28,$287.27M,2012,n/a,n/a,https://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",37.12,$842.66M,2010,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",35.54,$6.04B,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,84.56,$12.37B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dov
DDE,Dover Downs Gaming & Entertainment Inc,2.35,$78.22M,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/dde
DVD,"Dover Motorsports, Inc.",1.98,$72.7M,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dvd
DWDP,DowDuPont Inc.,56.43,$129.46B,2017,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dwdp
RDY,Dr. Reddy&#39;s Laboratories Ltd,37,$6.14B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,2.25,$156.7M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/drd
DCF,Dreyfus Alcentra,8.27,$123.65M,2017,n/a,n/a,https://www.nasdaq.com/symbol/dcf
DHF,Dreyfus High Yield Strategies Fund,2.92,$212.31M,1998,n/a,n/a,https://www.nasdaq.com/symbol/dhf
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",12.36,$227.2M,2013,n/a,n/a,https://www.nasdaq.com/symbol/dmb
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",6.96,$343.61M,1989,n/a,n/a,https://www.nasdaq.com/symbol/dsm
LEO,"Dreyfus Strategic Municipals, Inc.",7.12,$442.83M,1987,n/a,n/a,https://www.nasdaq.com/symbol/leo
DRQ,"Dril-Quip, Inc.",39.29,$1.41B,1997,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/drq
DS,Drive Shack Inc.,4.9,$328.43M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,26.0662,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,25.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,25.1541,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^d
DSW,DSW Inc.,26.32,$2.11B,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dsw
DTE,DTE Energy Company,116.67,$21.23B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,22.67,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtj
DTQ,DTE Energy Company,23.3383,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtq
DTV,DTE Energy Company,53.98,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtv
DTW,DTE Energy Company,22.05,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,25.9359,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dty
DCO,Ducommun Incorporated,39.66,$452.53M,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,13.37,$507.12M,2011,n/a,n/a,https://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,4.82,$126.33M,2014,n/a,n/a,https://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",11.01,$3.19B,1987,n/a,n/a,https://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",12.5,$106.51M,1991,n/a,n/a,https://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",8.15,$224.08M,1993,n/a,n/a,https://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,86.75,$61.84B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk
DUKB,Duke Energy Corporation,24.12,n/a,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,22.85,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,28.19,$10.1B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dre
DNB,Dun & Bradstreet Corporation (The),143,$5.31B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dnb
DXC,DXC Technology Company,57.97,$16.24B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",63.2,$1.97B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,5,$177.45M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,22.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^a
DLNG^B,Dynagas LNG Partners LP,22.31,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^b
DX,"Dynex Capital, Inc.",6,$358.13M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",25.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",23.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^b
DD^A,E.I. du Pont de Nemours and Company,81,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,100.8,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd^b
ELF,"e.l.f. Beauty, Inc.",12.01,$579.54M,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/elf
EGIF,Eagle Growth and Income Opportunities Fund,14.17,$101.75M,2015,n/a,n/a,https://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,69.6,$3.26B,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,16.54,$382.36M,2014,n/a,n/a,https://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,25.4,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/ecca
ECCB,Eagle Point Credit Company Inc.,25.9055,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,24.9,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,25.3137,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/eccy
ESTE,"Earthstone Energy, Inc.",7.37,$472.5M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/este
DEA,"Easterly Government Properties, Inc.",17.78,$1.08B,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",99.15,$3.57B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,77.64,$10.87B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,4.2,$179.45M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kodk
ETN,"Eaton Corporation, PLC",74.09,$32.11B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,14.37,$1.03B,2005,n/a,n/a,https://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,10.27,$1.1B,2005,n/a,n/a,https://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,41.6,$4.93B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,13.27,$519.83M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,14.8268,$707.08M,2005,n/a,n/a,https://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,13.47,$536.96M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eft
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.01,$189.21M,2017,n/a,n/a,https://www.nasdaq.com/symbol/efl
EFF,Eaton vance Floating-Rate Income Plus Fund,14.96,$113.79M,2013,n/a,n/a,https://www.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,9.2699,$198.94M,2016,n/a,n/a,https://www.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,18.56,$201.08M,2013,n/a,n/a,https://www.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,19.74,$300.56M,2009,n/a,n/a,https://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,10.96,$260.65M,1999,n/a,n/a,https://www.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.0527,$576.38M,2007,n/a,n/a,https://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,13.23,$487.5M,2003,n/a,n/a,https://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,6.13,$232.12M,1998,n/a,n/a,https://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,12.7,$227.08M,2005,n/a,n/a,https://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,21.95,$1.6B,2003,n/a,n/a,https://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,21.5,$313.05M,2004,n/a,n/a,https://www.nasdaq.com/symbol/eto
EXD,Eaton Vance Tax-Advantaged Bond,8.44,$82.13M,2010,n/a,n/a,https://www.nasdaq.com/symbol/exd
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,15.1,$1.15B,2004,n/a,n/a,https://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,14.66,$380.83M,2005,n/a,n/a,https://www.nasdaq.com/symbol/etb
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.1,$1.66B,2006,n/a,n/a,https://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.25,$2.49B,2007,n/a,n/a,https://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,1.99,$35.03M,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ect
ECR,Eclipse Resources Corporation,1.14,$344.89M,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ecr
ECL,Ecolab Inc.,153.24,$44.27B,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,18.69,$38.42B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ec
EIX,Edison International,53.25,$17.35B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eix
EW,Edwards Lifesciences Corporation,148.2,$30.98B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ew
EHIC,eHi Car Services Limited,10.7,$743.06M,2014,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/ehic
EP^C,El Paso Corporation,44.64,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,55.27,$2.25B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ee
ELAN,Elanco Animal Health Incorporated,33.61,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/elan
ESTC,Elastic N.V.,66.07,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/estc
EGO,Eldorado Gold Corporation,0.6068,$481.81M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ego
ELVT,"Elevate Credit, Inc.",4.39,$189.64M,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/elvt
LLY,Eli Lilly and Company,112.87,$119.57B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lly
ELLI,"Ellie Mae, Inc.",66,$2.3B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/elli
EFC,Ellington Financial LLC,15.85,$477.9M,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,11.23,$142.51M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.b
ERJ,Embraer S.A.,21.62,$3.96B,2000,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/erj
EME,"EMCOR Group, Inc.",71.53,$4.12B,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/eme
EEX,"Emerald Expositions Events, Inc.",11.5,$841.85M,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/eex
EMES,Emerge Energy Services LP,2.74,$85.04M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/emes
EBS,"Emergent Biosolutions, Inc.",71.15,$3.62B,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ebs
EMR,Emerson Electric Company,65.81,$41.21B,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/emr
ESRT,"Empire State Realty Trust, Inc.",15.51,$4.78B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/esrt
EIG,Employers Holdings Inc,44.38,$1.46B,2007,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/eig
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),25.62,$1.13B,2007,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/edn
ENBL,"Enable Midstream Partners, LP",13.8,$5.98B,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enbl
EEQ,Enbridge Energy Management LLC,10.6,$1.08B,2002,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eeq
EEP,"Enbridge Energy, L.P.",10.69,$4.82B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/eep
ENB,Enbridge Inc,32.01,$58.53B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/enb
ENBA,Enbridge Inc,23.99,n/a,2018,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/enba
ECA,Encana Corporation,7.12,$6.78B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eca
EHC,Encompass Health Corporation,71.42,$7.07B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ehc
DAVA,Endava plc,25.5,$1.35B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/dava
EXK,Endeavour Silver Corporation,1.93,$251.97M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/exk
ENIA,Enel Americas S.A.,8.3,$9.68B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/enia
ENIC,Enel Chile S.A.,4.79,$6.72B,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/enic
EOCC,Enel Generacion Chile S.A.,18.18,$4.97B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eocc
EGN,Energen Corporation,67.47,$6.58B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/egn
ENR,"Energizer Holdings, Inc.",47.27,$2.82B,2015,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/enr
EPC,"Energizer Holdings, Inc.",43.72,$2.36B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/epc
ET,Energy Transfer L.P.,14.23,$37.24B,1996,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/et
ETP^C,"Energy Transfer Operating, L.P.",23.36,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/etp^c
ETP^D,"Energy Transfer Operating, L.P.",23.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/etp^d
ERF,Enerplus Corporation,9.35,$2.28B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/erf
ENS,Enersys,82.55,$3.48B,2004,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/ens
EGL,"Engility Holdings, Inc.",30.91,$1.14B,2015,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/egl
E,ENI S.p.A.,31.97,$58.09B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/e
ENLK,"EnLink Midstream Partners, LP",13.22,$4.67B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enlk
ENLC,"EnLink Midstream, LLC",11.44,$2.08B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enlc
EBF,"Ennis, Inc.",19.3,$507.31M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/ebf
ENVA,"Enova International, Inc.",21.97,$753.02M,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/enva
NPO,EnPro Industries,66,$1.37B,n/a,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/npo
ESV,ENSCO plc,6.26,$2.74B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/esv
ETM,Entercom Communications Corp.,6.57,$936.39M,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/etm
EAB,"Entergy Arkansas, Inc.",22.65,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, Inc.",21.265,n/a,2013,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eae
EAI,"Entergy Arkansas, Inc.",22.1,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eai
ETR,Entergy Corporation,85.37,$15.46B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/etr
ELC,"Entergy Louisiana, Inc.",21.5,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elc
ELJ,"Entergy Louisiana, Inc.",23.32,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elj
ELU,"Entergy Louisiana, Inc.",21.05,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elu
EMP,"Entergy Mississippi, Inc.",21.4677,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/emp
ENJ,"Entergy New Orleans, LLC",23.95,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/enj
ENO,"Entergy New Orleans, LLC",24.86,n/a,2016,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/eno
EZT,Entergy Texas Inc,25.24,n/a,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ezt
EPD,Enterprise Products Partners L.P.,25.99,$56.73B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/epd
EVC,Entravision Communications Corporation,3.55,$315.44M,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/evc
ENV,"Envestnet, Inc",50.73,$2.32B,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/env
EVA,"Enviva Partners, LP",28.35,$750.67M,2015,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/eva
ENZ,"Enzo Biochem, Inc.",3.16,$149.1M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/enz
EOG,"EOG Resources, Inc.",100.7,$58.4B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eog
